,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
589,034,010,1,11.25,4.684201388888889,10.687024928750766,0.43830733250066795
590,034,011,3,11.993333333333334,7.833923611111111,12.430682430212704,0.6081702891711899
591,034,012,5,10.76,10.047668981481483,13.540383233295936,0.7411228933074699
592,034,013,4,10.6425,9.352494212962963,12.803071281407261,0.7293820473815844
593,034,014,9,11.30625,6.254607928240741,14.81577626716334,0.4236397730487504
594,034,015,8,12.25,7.42130787037037,9.646255791734589,0.8022909396810797
595,034,020,5,13.086000000000002,6.519083333333333,11.520043985435786,0.562474397115902
596,034,022,6,9.698333333333334,7.369878472222223,10.632977138346911,0.6851101623889644
597,034,023,4,11.0725,9.431475694444444,12.531970943818829,0.753062559399932
598,034,024,12,10.323333333333332,6.567327674897119,12.35010760802888,0.532334358709439
599,034,025,2,11.975000000000001,9.117783564814815,13.858769060704375,0.6587922108456639
600,034,026,5,12.530000000000003,8.042905092592594,16.2747837849423,0.4892800852514377
601,034,027,1,11.55,3.5280092592592593,15.96157734001418,0.22103136702002943
602,034,028,9,20.265555555555558,13.326138117283952,19.246338048089594,0.6951749200410317
603,034,029,2,11.885,8.294369212962962,20.26453281958277,0.41353892686282423
